sid,ads,idx,E_MACE_D3_eV,E_bind_MACE_D3_eV,dE_rel_meV,converged,n_steps,d_min_ads_sub_A,site_type_raw_MLIP,fingerprint
S2,CH3O,68,-585.380949,-1.2786,520762.9,True,60,2.058,unknown,"[1.11, 1.11, 1.13, 1.39, 1.79, 1.81, 1.81, 2.01, 2.11, 2.12]"
S2,CH3O,310,-585.380372,-1.278,521340.3,True,99,2.059,unknown,"[1.11, 1.11, 1.14, 1.39, 1.79, 1.81, 1.81, 2.01, 2.11, 2.11]"
S2,CH3O,50,-585.379873,-1.2775,521839.0,True,66,2.05,unknown,"[1.11, 1.11, 1.11, 1.41, 1.8, 1.8, 1.8, 2.03, 2.1, 2.12]"
S2,CH3O,323,-585.379612,-1.2773,522099.7,True,57,2.06,unknown,"[1.11, 1.11, 1.14, 1.39, 1.8, 1.81, 1.81, 2.01, 2.11, 2.12]"
S2,CH3O,56,-585.377625,-1.2753,524087.5,True,60,2.056,unknown,"[1.11, 1.11, 1.13, 1.39, 1.8, 1.81, 1.81, 2.01, 2.11, 2.11]"
S2,CH3O,316,-585.377079,-1.2747,524633.0,True,51,2.077,unknown,"[1.11, 1.11, 1.11, 1.41, 1.8, 1.8, 1.81, 2.02, 2.1, 2.11]"
S2,CH3O,54,-585.376093,-1.2738,525619.4,True,96,2.068,unknown,"[1.11, 1.11, 1.15, 1.38, 1.79, 1.81, 1.82, 2.01, 2.11, 2.12]"
S2,CH3O,66,-585.37606,-1.2737,525652.1,True,65,2.051,unknown,"[1.11, 1.11, 1.12, 1.4, 1.79, 1.8, 1.81, 2.01, 2.11, 2.11]"
S2,CH3O,226,-585.372544,-1.2702,529167.7,True,81,2.062,unknown,"[1.11, 1.11, 1.14, 1.39, 1.79, 1.81, 1.82, 2.0, 2.11, 2.12]"
S2,CH3O,262,-585.372086,-1.2698,529626.2,True,58,2.062,unknown,"[1.11, 1.11, 1.14, 1.39, 1.79, 1.81, 1.82, 2.01, 2.11, 2.12]"
S2,CH3O,321,-585.37067,-1.2683,531041.9,True,66,2.05,unknown,"[1.11, 1.11, 1.12, 1.4, 1.8, 1.8, 1.81, 2.0, 2.11, 2.11]"
S2,CH3O,70,-585.365161,-1.2628,536551.3,True,51,2.093,unknown,"[1.11, 1.11, 1.11, 1.41, 1.8, 1.8, 1.81, 2.02, 2.1, 2.11]"
S2,CH3O,115,-585.35845,-1.2561,543262.6,True,100,2.047,unknown,"[1.11, 1.11, 1.11, 1.41, 1.8, 1.8, 1.81, 2.01, 2.11, 2.11]"
S2,CH3O,182,-585.356541,-1.2542,545171.4,True,47,2.049,unknown,"[1.11, 1.11, 1.11, 1.42, 1.8, 1.8, 1.8, 2.01, 2.11, 2.11]"
S2,CH3O,400,-585.355731,-1.2534,545981.1,True,96,2.045,unknown,"[1.11, 1.11, 1.11, 1.41, 1.8, 1.81, 1.81, 2.01, 2.11, 2.11]"
S2,CH3O,176,-585.355583,-1.2533,546129.6,True,46,2.049,unknown,"[1.11, 1.11, 1.11, 1.42, 1.8, 1.8, 1.81, 2.02, 2.11, 2.11]"
S2,CH3O,396,-585.354363,-1.252,547348.7,True,87,2.046,unknown,"[1.11, 1.11, 1.11, 1.42, 1.79, 1.8, 1.81, 2.01, 2.11, 2.11]"
S2,CH3O,124,-585.353581,-1.2513,548130.9,True,95,2.045,unknown,"[1.11, 1.11, 1.11, 1.42, 1.8, 1.8, 1.81, 2.01, 2.11, 2.11]"
S2,CH3O,283,-585.353174,-1.2508,548538.7,True,47,2.051,unknown,"[1.11, 1.11, 1.12, 1.41, 1.79, 1.8, 1.8, 2.02, 2.1, 2.12]"
S2,CH3O,411,-585.350097,-1.2478,551615.6,True,68,2.053,unknown,"[1.11, 1.11, 1.11, 1.41, 1.8, 1.8, 1.81, 2.01, 2.11, 2.12]"
S2,CH3O,416,-585.349488,-1.2472,552224.1,True,85,2.045,unknown,"[1.11, 1.11, 1.11, 1.41, 1.8, 1.8, 1.81, 2.01, 2.11, 2.11]"
S2,CH3O,147,-585.349077,-1.2467,552635.7,True,61,2.046,unknown,"[1.11, 1.11, 1.11, 1.42, 1.8, 1.8, 1.81, 2.01, 2.12, 2.12]"
S2,CH3O,155,-585.348229,-1.2459,553483.3,True,86,2.045,unknown,"[1.11, 1.11, 1.11, 1.41, 1.79, 1.81, 1.81, 2.01, 2.11, 2.12]"
S2,CH3O,442,-585.346606,-1.2443,555106.6,True,52,2.718,unknown,"[1.11, 1.11, 1.11, 1.41, 1.8, 1.8, 1.8, 2.01, 2.11, 2.11]"
S2,CH3O,153,-585.344113,-1.2418,557598.9,True,116,2.045,unknown,"[1.11, 1.11, 1.11, 1.41, 1.8, 1.8, 1.8, 2.01, 2.11, 2.12]"
S2,CH3O,184,-585.343892,-1.2416,557820.3,True,48,2.728,unknown,"[1.11, 1.11, 1.11, 1.41, 1.8, 1.8, 1.8, 2.01, 2.11, 2.11]"
S2,CH3O,413,-585.343222,-1.2409,558489.8,True,94,2.05,unknown,"[1.11, 1.11, 1.11, 1.41, 1.8, 1.8, 1.81, 2.01, 2.11, 2.12]"
S2,CH3O,398,-585.338719,-1.2364,562993.7,True,68,2.049,unknown,"[1.11, 1.11, 1.11, 1.41, 1.8, 1.8, 1.81, 2.01, 2.12, 2.12]"
S2,CH3O,435,-585.333946,-1.2316,567766.2,True,51,2.053,unknown,"[1.11, 1.11, 1.11, 1.41, 1.8, 1.8, 1.8, 2.0, 2.11, 2.12]"
S2,CH3O,399,-585.333492,-1.2312,568219.7,True,63,2.053,unknown,"[1.11, 1.11, 1.11, 1.41, 1.8, 1.8, 1.8, 2.01, 2.11, 2.12]"
S2,CH3O,377,-585.332833,-1.2305,568879.3,True,38,2.054,unknown,"[1.11, 1.11, 1.11, 1.41, 1.8, 1.8, 1.81, 2.01, 2.11, 2.12]"
S2,CH3O,132,-585.332262,-1.2299,569450.2,True,75,2.059,unknown,"[1.11, 1.11, 1.11, 1.41, 1.8, 1.8, 1.81, 2.02, 2.1, 2.12]"
S2,CH3O,174,-585.33106,-1.2287,570652.2,True,47,2.059,unknown,"[1.11, 1.11, 1.11, 1.41, 1.8, 1.8, 1.8, 2.01, 2.12, 2.12]"
S2,CH3O,382,-585.330567,-1.2282,571145.1,True,39,2.704,unknown,"[1.11, 1.11, 1.11, 1.41, 1.8, 1.8, 1.81, 2.01, 2.1, 2.12]"
S2,CH3O,362,-585.327897,-1.2256,573814.8,True,64,2.062,unknown,"[1.11, 1.11, 1.12, 1.41, 1.8, 1.8, 1.81, 2.02, 2.11, 2.12]"
S2,CH3O,356,-585.326893,-1.2246,574819.3,True,64,2.062,unknown,"[1.11, 1.11, 1.12, 1.41, 1.8, 1.8, 1.81, 2.02, 2.1, 2.12]"
S2,CH3O,121,-585.325311,-1.223,576401.6,True,40,2.063,unknown,"[1.11, 1.11, 1.11, 1.41, 1.8, 1.8, 1.8, 2.01, 2.1, 2.12]"
S2,CH3O,194,-585.315842,-1.2135,585870.7,True,61,2.065,unknown,"[1.11, 1.11, 1.13, 1.4, 1.8, 1.81, 1.81, 2.01, 2.11, 2.11]"
S2,CH3O,452,-585.315181,-1.2129,586531.5,True,60,2.065,unknown,"[1.11, 1.11, 1.13, 1.4, 1.79, 1.81, 1.81, 2.01, 2.11, 2.11]"
S2,CH3O,446,-585.314964,-1.2126,586748.0,True,60,2.064,unknown,"[1.11, 1.11, 1.13, 1.4, 1.79, 1.81, 1.81, 2.01, 2.11, 2.11]"
S2,CH3O,370,-585.314155,-1.2118,587556.8,True,63,2.064,unknown,"[1.11, 1.11, 1.14, 1.39, 1.8, 1.81, 1.81, 2.01, 2.11, 2.12]"
S2,CH3O,187,-585.313911,-1.2116,587801.1,True,86,2.06,unknown,"[1.11, 1.11, 1.12, 1.41, 1.8, 1.8, 1.81, 2.0, 2.11, 2.12]"
S2,CH3O,211,-585.313569,-1.2112,588143.4,True,75,2.054,unknown,"[1.11, 1.11, 1.12, 1.41, 1.8, 1.8, 1.81, 2.01, 2.11, 2.11]"
S2,CH3O,185,-585.313411,-1.2111,588300.9,True,60,2.371,unknown,"[1.11, 1.11, 1.13, 1.4, 1.8, 1.81, 1.81, 2.01, 2.11, 2.11]"
S2,CH3O,431,-585.313016,-1.2107,588695.8,True,60,2.069,unknown,"[1.11, 1.11, 1.14, 1.39, 1.79, 1.81, 1.82, 2.0, 2.11, 2.12]"
S2,CH3O,111,-585.312734,-1.2104,588977.8,True,69,2.282,unknown,"[1.11, 1.11, 1.13, 1.39, 1.79, 1.81, 1.81, 2.0, 2.12, 2.12]"
S2,CH3O,445,-585.312369,-1.21,589343.0,True,90,2.062,unknown,"[1.11, 1.11, 1.12, 1.41, 1.79, 1.81, 1.81, 2.0, 2.11, 2.12]"
S2,CH3O,363,-585.312366,-1.21,589345.9,True,68,2.276,unknown,"[1.11, 1.11, 1.13, 1.39, 1.79, 1.81, 1.81, 2.01, 2.12, 2.12]"
S2,CH3O,357,-585.311958,-1.2096,589754.2,True,67,2.064,unknown,"[1.11, 1.11, 1.13, 1.39, 1.79, 1.81, 1.81, 2.01, 2.11, 2.12]"
S2,CH3O,193,-585.310327,-1.208,591384.9,True,82,2.061,unknown,"[1.11, 1.11, 1.12, 1.41, 1.79, 1.8, 1.81, 2.0, 2.11, 2.12]"
S2,CH3O,183,-585.30893,-1.2066,592781.9,True,109,2.153,unknown,"[1.11, 1.11, 1.14, 1.39, 1.79, 1.81, 1.82, 2.01, 2.11, 2.12]"
S2,CH3O,149,-585.308929,-1.2066,592783.4,True,47,2.058,unknown,"[1.11, 1.11, 1.12, 1.41, 1.79, 1.8, 1.81, 2.01, 2.12, 2.12]"
S2,CH3O,368,-585.307566,-1.2052,594146.3,True,72,2.071,unknown,"[1.11, 1.11, 1.13, 1.39, 1.79, 1.81, 1.81, 2.0, 2.11, 2.12]"
S2,CH3O,192,-585.306313,-1.204,595398.9,True,62,2.055,unknown,"[1.11, 1.11, 1.12, 1.4, 1.8, 1.8, 1.82, 2.01, 2.11, 2.11]"
S2,CH3O,166,-585.305067,-1.2027,596645.0,True,48,2.068,unknown,"[1.11, 1.11, 1.13, 1.39, 1.8, 1.81, 1.81, 2.01, 2.11, 2.12]"
S2,CH3O,339,-585.304851,-1.2025,596861.1,True,65,2.062,unknown,"[1.11, 1.11, 1.13, 1.39, 1.8, 1.81, 1.81, 2.01, 2.11, 2.11]"
S2,CH3O,450,-585.304812,-1.2025,596900.0,True,61,2.054,unknown,"[1.11, 1.11, 1.12, 1.4, 1.8, 1.8, 1.81, 2.01, 2.11, 2.11]"
S2,CH3O,397,-585.303829,-1.2015,597883.6,True,46,2.078,unknown,"[1.11, 1.11, 1.11, 1.41, 1.8, 1.8, 1.81, 2.01, 2.11, 2.12]"
S2,CH3O,223,-585.302121,-1.1998,599591.3,True,100,2.236,unknown,"[1.11, 1.11, 1.13, 1.39, 1.79, 1.81, 1.81, 2.01, 2.11, 2.12]"
S2,CH3O,451,-585.299215,-1.1969,602497.0,True,84,2.071,unknown,"[1.11, 1.11, 1.14, 1.39, 1.79, 1.81, 1.82, 2.0, 2.11, 2.12]"
S2,CH3O,136,-585.297844,-1.1955,603868.4,True,41,2.055,unknown,"[1.11, 1.11, 1.12, 1.41, 1.79, 1.8, 1.81, 2.01, 2.11, 2.11]"
S2,CH3O,415,-585.297774,-1.1954,603937.7,True,46,2.058,unknown,"[1.11, 1.11, 1.11, 1.41, 1.79, 1.8, 1.81, 2.01, 2.1, 2.12]"
S2,CH3O,154,-585.294705,-1.1924,607006.9,True,51,2.053,unknown,"[1.11, 1.11, 1.12, 1.41, 1.8, 1.8, 1.81, 2.01, 2.1, 2.12]"
S2,CH3O,31,-585.293117,-1.1908,608595.3,True,36,2.073,unknown,"[1.11, 1.13, 1.13, 1.37, 1.8, 1.8, 1.81, 2.01, 2.1, 2.11]"
S2,CH3O,6,-585.290982,-1.1887,610730.3,True,35,2.07,unknown,"[1.11, 1.13, 1.13, 1.38, 1.8, 1.81, 1.81, 2.01, 2.11, 2.11]"
S2,CH3O,326,-585.290247,-1.1879,611465.3,True,58,2.11,unknown,"[1.11, 1.12, 1.15, 1.37, 1.79, 1.8, 1.82, 2.01, 2.11, 2.12]"
S2,CH3O,237,-585.289738,-1.1874,611973.9,True,72,2.081,unknown,"[1.11, 1.12, 1.14, 1.37, 1.79, 1.8, 1.82, 2.01, 2.1, 2.12]"
S2,CH3O,133,-585.289675,-1.1873,612037.5,True,47,2.057,unknown,"[1.11, 1.11, 1.12, 1.41, 1.79, 1.8, 1.81, 2.02, 2.1, 2.12]"
S2,CH3O,320,-585.28838,-1.186,613332.5,True,58,2.075,unknown,"[1.11, 1.12, 1.15, 1.38, 1.79, 1.8, 1.82, 2.01, 2.11, 2.12]"
S2,CH3O,246,-585.288212,-1.1859,613500.6,True,73,2.08,unknown,"[1.11, 1.12, 1.14, 1.37, 1.79, 1.8, 1.81, 2.01, 2.1, 2.12]"
S2,CH3O,152,-585.28789,-1.1856,613822.1,True,42,2.054,unknown,"[1.11, 1.11, 1.12, 1.41, 1.79, 1.81, 1.81, 2.02, 2.1, 2.12]"
S2,CH3O,9,-585.287121,-1.1848,614591.0,True,70,2.079,unknown,"[1.11, 1.12, 1.14, 1.38, 1.79, 1.81, 1.82, 2.01, 2.11, 2.12]"
S2,CH3O,469,-585.286992,-1.1847,614720.2,True,43,2.13,unknown,"[1.11, 1.13, 1.14, 1.37, 1.8, 1.81, 1.81, 2.01, 2.11, 2.11]"
S2,CH3O,484,-585.286574,-1.1842,615137.7,True,64,2.777,unknown,"[1.11, 1.12, 1.13, 1.39, 1.8, 1.81, 1.81, 2.0, 2.1, 2.12]"
S2,CH3O,401,-585.286467,-1.1841,615244.7,True,47,2.056,unknown,"[1.11, 1.11, 1.11, 1.41, 1.79, 1.8, 1.81, 2.03, 2.1, 2.13]"
S2,CH3O,72,-585.285015,-1.1827,616696.8,True,50,2.061,unknown,"[1.11, 1.12, 1.13, 1.38, 1.8, 1.8, 1.81, 2.0, 2.11, 2.12]"
S2,CH3O,303,-585.283017,-1.1807,618694.7,True,59,2.075,unknown,"[1.11, 1.12, 1.15, 1.38, 1.79, 1.81, 1.82, 2.01, 2.1, 2.12]"
S2,CH3O,318,-585.282397,-1.1801,619315.1,True,47,2.067,unknown,"[1.11, 1.12, 1.13, 1.39, 1.8, 1.81, 1.81, 2.0, 2.11, 2.11]"
S2,CH3O,75,-585.282349,-1.18,619363.0,True,47,2.369,unknown,"[1.11, 1.12, 1.13, 1.39, 1.8, 1.81, 1.81, 2.01, 2.11, 2.11]"
S2,CH3O,232,-585.282163,-1.1798,619548.8,True,40,2.083,unknown,"[1.11, 1.12, 1.14, 1.38, 1.79, 1.8, 1.82, 2.01, 2.1, 2.12]"
S2,CH3O,487,-585.279902,-1.1776,621809.8,True,38,2.82,unknown,"[1.11, 1.12, 1.14, 1.38, 1.79, 1.8, 1.82, 2.02, 2.1, 2.12]"
S2,CH3O,305,-585.279377,-1.177,622335.0,True,48,2.078,unknown,"[1.11, 1.11, 1.14, 1.38, 1.79, 1.8, 1.82, 2.01, 2.11, 2.12]"
S2,CH3O,493,-585.27766,-1.1753,624051.9,True,34,2.158,unknown,"[1.11, 1.12, 1.14, 1.37, 1.8, 1.8, 1.81, 2.02, 2.1, 2.12]"
S2,CH3O,308,-585.272031,-1.1697,629681.3,True,46,2.07,unknown,"[1.11, 1.12, 1.13, 1.38, 1.8, 1.81, 1.81, 2.01, 2.11, 2.12]"
S2,CH3O,139,-585.271924,-1.1696,629788.7,True,101,2.113,unknown,"[1.11, 1.11, 1.11, 1.41, 1.79, 1.8, 1.8, 2.03, 2.09, 2.12]"
S2,CH3O,34,-585.25602,-1.1537,645692.0,True,66,2.064,unknown,"[1.11, 1.12, 1.12, 1.39, 1.8, 1.8, 1.81, 2.0, 2.1, 2.11]"
S2,CH3O,268,-585.253659,-1.1513,648053.1,True,83,2.058,unknown,"[1.11, 1.12, 1.12, 1.4, 1.79, 1.8, 1.81, 2.01, 2.11, 2.12]"
S2,CH3O,265,-585.253017,-1.1507,648694.8,True,66,2.061,unknown,"[1.11, 1.12, 1.12, 1.4, 1.79, 1.8, 1.81, 2.01, 2.1, 2.12]"
S2,CH3O,366,-585.223962,-1.1216,677750.4,True,39,2.088,unknown,"[1.11, 1.12, 1.14, 1.38, 1.8, 1.81, 1.82, 2.01, 2.11, 2.11]"
S2,CH3O,134,-585.222597,-1.1203,679115.2,True,66,2.087,unknown,"[1.11, 1.12, 1.15, 1.38, 1.79, 1.81, 1.82, 2.01, 2.1, 2.12]"
S2,CH3O,361,-585.218458,-1.1161,683254.7,True,40,2.086,unknown,"[1.11, 1.12, 1.15, 1.37, 1.79, 1.81, 1.82, 2.01, 2.1, 2.12]"
S2,CH3O,189,-585.217582,-1.1153,684129.9,True,48,2.085,unknown,"[1.11, 1.13, 1.14, 1.38, 1.8, 1.81, 1.82, 2.01, 2.11, 2.11]"
S2,CH3O,443,-585.217264,-1.1149,684448.2,True,60,2.268,unknown,"[1.11, 1.12, 1.13, 1.38, 1.8, 1.8, 1.81, 2.01, 2.11, 2.11]"
S2,CH3O,447,-585.217075,-1.1147,684637.6,True,48,2.084,unknown,"[1.11, 1.13, 1.13, 1.38, 1.81, 1.81, 1.82, 2.01, 2.11, 2.11]"
S2,CH3O,103,-585.214397,-1.1121,687315.7,True,38,2.097,unknown,"[1.11, 1.12, 1.15, 1.37, 1.79, 1.81, 1.82, 2.01, 2.11, 2.12]"
S2,CH3O,191,-585.214026,-1.1117,687686.0,True,64,2.083,unknown,"[1.11, 1.12, 1.13, 1.38, 1.8, 1.8, 1.81, 2.01, 2.1, 2.12]"
S2,CH3O,167,-585.213378,-1.111,688334.6,True,56,2.085,unknown,"[1.11, 1.13, 1.14, 1.37, 1.8, 1.81, 1.81, 2.01, 2.11, 2.11]"
S2,CH3O,380,-585.212406,-1.1101,689305.7,True,48,2.174,unknown,"[1.11, 1.12, 1.14, 1.38, 1.8, 1.8, 1.82, 2.01, 2.11, 2.11]"
S2,CH3O,412,-585.212197,-1.1099,689514.9,True,37,2.105,unknown,"[1.11, 1.14, 1.14, 1.36, 1.81, 1.81, 1.81, 2.01, 2.11, 2.11]"
S2,CH3O,177,-585.207369,-1.105,694342.9,True,60,2.081,unknown,"[1.11, 1.12, 1.14, 1.38, 1.8, 1.8, 1.81, 2.01, 2.11, 2.12]"
S2,CH3O,432,-585.205504,-1.1032,696207.8,True,60,2.081,unknown,"[1.11, 1.12, 1.14, 1.38, 1.8, 1.8, 1.82, 2.01, 2.1, 2.12]"
S2,CH3O,441,-585.204759,-1.1024,696953.6,True,60,2.198,unknown,"[1.11, 1.12, 1.14, 1.38, 1.8, 1.8, 1.82, 2.01, 2.1, 2.12]"
S2,CH3O,179,-585.193263,-1.0909,708448.8,True,52,2.08,unknown,"[1.11, 1.12, 1.13, 1.38, 1.79, 1.8, 1.81, 2.01, 2.11, 2.12]"
S2,CH3O,114,-585.190843,-1.0885,710869.0,True,69,2.066,unknown,"[1.11, 1.12, 1.12, 1.4, 1.8, 1.81, 1.81, 2.01, 2.1, 2.12]"
S2,CH3O,123,-585.187961,-1.0856,713751.3,True,70,2.065,unknown,"[1.11, 1.12, 1.12, 1.4, 1.79, 1.81, 1.81, 2.01, 2.1, 2.12]"
S2,CH3O,375,-585.18656,-1.0842,715152.4,True,70,2.062,unknown,"[1.11, 1.11, 1.12, 1.4, 1.79, 1.8, 1.81, 2.01, 2.1, 2.12]"
S2,CH3O,386,-585.117899,-1.0156,783813.0,True,63,1.537,unknown,"[1.12, 1.13, 1.22, 1.91, 2.05, 2.05, 2.67, 2.78, 2.82, 3.62]"
S2,CH3O,392,-585.11519,-1.0129,786522.6,True,58,1.538,unknown,"[1.12, 1.13, 1.22, 1.9, 2.05, 2.05, 2.62, 2.74, 2.8, 3.64]"
S2,CH3O,293,-585.096658,-0.9943,805054.6,True,54,1.536,unknown,"[1.12, 1.12, 1.22, 1.9, 2.05, 2.05, 2.46, 2.75, 2.85, 3.85]"
S2,CH3O,210,-585.090422,-0.9881,811290.1,True,61,1.539,unknown,"[1.12, 1.12, 1.22, 1.9, 2.05, 2.05, 2.45, 2.74, 2.76, 3.66]"
S2,CH3O,140,-585.016818,-0.9145,884894.0,True,98,1.541,unknown,"[1.12, 1.12, 1.22, 1.9, 2.05, 2.05, 2.58, 2.74, 2.77, 3.59]"
S2,CH3O,78,-584.990794,-0.8885,910917.8,True,64,1.542,unknown,"[1.12, 1.12, 1.22, 1.9, 2.05, 2.05, 2.36, 2.49, 2.66, 3.68]"
S2,CH3O,342,-584.989618,-0.8873,912093.8,True,62,1.544,unknown,"[1.12, 1.12, 1.22, 1.9, 2.05, 2.05, 2.34, 2.48, 2.61, 3.6]"
S2,CH3O,472,-584.838364,-0.736,1063348.3,True,48,2.549,unknown,"[1.12, 1.12, 1.22, 1.91, 2.05, 2.05, 2.27, 2.36, 2.44, 3.14]"
S2,CH3O,343,-584.82282,-0.7205,1078892.5,True,90,1.546,unknown,"[1.12, 1.12, 1.22, 1.9, 2.05, 2.05, 2.36, 2.56, 2.7, 3.73]"
S2,CH3O,79,-584.804651,-0.7023,1097060.8,True,98,1.558,unknown,"[1.12, 1.12, 1.22, 1.9, 2.05, 2.05, 2.44, 2.47, 2.6, 3.52]"
S2,CH3O,327,-584.280034,-0.1777,1621678.7,True,47,2.268,unknown,"[1.12, 1.12, 1.13, 1.37, 1.8, 1.8, 1.82, 2.03, 2.08, 2.09]"
S2,CH3O,92,-584.270656,-0.1683,1631056.0,True,41,2.315,atop,"[1.12, 1.12, 1.14, 1.36, 1.79, 1.8, 1.81, 2.05, 2.08, 2.09]"
S2,CH3O,91,-584.265055,-0.1627,1636657.1,True,46,2.337,unknown,"[1.12, 1.12, 1.13, 1.37, 1.79, 1.8, 1.82, 2.04, 2.08, 2.09]"
S2,CH3O,198,-584.26483,-0.1625,1636882.7,True,56,2.285,unknown,"[1.12, 1.12, 1.13, 1.37, 1.79, 1.8, 1.81, 2.03, 2.09, 2.09]"
S2,CH3O,200,-584.255922,-0.1536,1645790.1,True,56,2.25,unknown,"[1.12, 1.12, 1.12, 1.37, 1.8, 1.8, 1.81, 2.03, 2.09, 2.09]"
S2,CH3O,90,-584.248263,-0.1459,1653449.1,True,42,1.538,unknown,"[1.1, 1.1, 1.11, 1.44, 1.8, 1.8, 1.82, 2.0, 2.11, 2.12]"
S3,CO,123,-687.949934,-0.3313,0.0,True,40,2.458,atop,[1.15]
S3,CO,22,-687.944991,-0.3263,4943.3,True,31,2.462,atop,[1.15]
S3,CO,42,-687.934433,-0.3158,15501.4,True,60,2.463,atop,[1.15]
S3,CO,49,-687.921775,-0.3031,28159.3,True,38,2.487,atop,[1.15]
S3,CO,40,-687.914933,-0.2963,35000.9,True,50,3.197,atop,[1.15]
S3,CO,20,-687.862962,-0.2443,86972.5,True,34,2.971,bridge,[1.15]
S3,CO,128,-687.854959,-0.2363,94975.0,True,27,3.086,bridge,[1.15]
S3,CO,76,-687.844973,-0.2263,104961.5,True,30,3.157,bridge,[1.15]
S3,CO,6,-687.83432,-0.2157,115614.4,True,23,4.375,hollow,[1.15]
S3,CO,96,-687.824197,-0.2055,125737.2,True,24,3.1,bridge,[1.15]
S3,CH3O,315,-698.627029,-1.2174,0.0,True,67,2.789,unknown,"[1.11, 1.11, 1.11, 1.41, 1.8, 1.81, 1.81, 1.99, 2.11, 2.11]"
S3,CH3O,369,-698.626681,-1.217,348.1,True,63,1.998,unknown,"[1.11, 1.11, 1.11, 1.41, 1.8, 1.8, 1.81, 1.99, 2.11, 2.12]"
S3,CH3O,117,-698.626564,-1.2169,465.4,True,63,1.998,unknown,"[1.11, 1.11, 1.11, 1.41, 1.81, 1.81, 1.81, 1.99, 2.11, 2.11]"
S3,CH3O,164,-698.625908,-1.2163,1121.0,True,86,1.995,unknown,"[1.11, 1.11, 1.11, 1.41, 1.8, 1.8, 1.81, 1.99, 2.11, 2.11]"
S3,CH3O,143,-698.624384,-1.2147,2644.9,True,54,1.997,unknown,"[1.11, 1.11, 1.11, 1.41, 1.8, 1.81, 1.81, 2.0, 2.11, 2.11]"
S3,CH3O,66,-698.62415,-1.2145,2879.6,True,62,1.997,unknown,"[1.11, 1.11, 1.11, 1.41, 1.8, 1.8, 1.81, 1.99, 2.11, 2.12]"
S3,CH3O,126,-698.624081,-1.2144,2948.3,True,84,2.455,atop,"[1.11, 1.11, 1.11, 1.41, 1.8, 1.8, 1.81, 1.99, 2.11, 2.11]"
S3,CH3O,38,-698.623752,-1.2141,3277.2,True,56,1.996,unknown,"[1.11, 1.11, 1.11, 1.41, 1.8, 1.8, 1.81, 2.0, 2.11, 2.11]"
S3,CH3O,21,-698.623632,-1.214,3397.3,True,89,2.475,unknown,"[1.11, 1.11, 1.11, 1.41, 1.8, 1.81, 1.81, 1.99, 2.11, 2.11]"
S3,CH3O,142,-698.62283,-1.2132,4198.8,True,74,1.993,unknown,"[1.11, 1.11, 1.11, 1.41, 1.81, 1.81, 1.81, 1.99, 2.11, 2.12]"
S3,CH3O,60,-698.62256,-1.2129,4468.8,True,72,2.449,unknown,"[1.11, 1.11, 1.11, 1.42, 1.81, 1.81, 1.81, 2.0, 2.11, 2.11]"
S3,CH3O,264,-698.62219,-1.2125,4839.3,True,73,1.997,unknown,"[1.11, 1.11, 1.11, 1.41, 1.81, 1.81, 1.81, 1.99, 2.11, 2.11]"
S3,CH3O,360,-698.621472,-1.2118,5557.0,True,84,1.997,unknown,"[1.11, 1.11, 1.11, 1.41, 1.81, 1.81, 1.81, 2.0, 2.11, 2.11]"
S3,CH3O,245,-698.620996,-1.2113,6033.2,True,57,1.995,unknown,"[1.11, 1.11, 1.11, 1.41, 1.8, 1.81, 1.81, 2.0, 2.11, 2.12]"
S3,CH3O,59,-698.62021,-1.2106,6818.7,True,58,2.481,unknown,"[1.11, 1.11, 1.11, 1.41, 1.8, 1.81, 1.81, 1.99, 2.11, 2.12]"
S3,CH3O,260,-698.61993,-1.2103,7099.3,True,55,2.001,unknown,"[1.11, 1.11, 1.11, 1.41, 1.8, 1.8, 1.8, 2.0, 2.11, 2.12]"
S3,CH3O,335,-698.619589,-1.2099,7440.5,True,89,2.445,atop,"[1.11, 1.11, 1.11, 1.42, 1.8, 1.8, 1.81, 1.99, 2.11, 2.12]"
S3,CH3O,42,-698.618536,-1.2089,8493.0,True,63,1.995,unknown,"[1.11, 1.11, 1.11, 1.41, 1.8, 1.8, 1.8, 1.99, 2.11, 2.12]"
S3,CH3O,130,-698.617463,-1.2078,9566.6,True,29,2.0,unknown,"[1.11, 1.11, 1.11, 1.42, 1.81, 1.81, 1.81, 1.99, 2.11, 2.11]"
S3,CH3O,169,-698.617346,-1.2077,9683.1,True,55,2.001,unknown,"[1.11, 1.11, 1.11, 1.42, 1.8, 1.8, 1.81, 2.0, 2.11, 2.12]"
S3,CH3O,218,-698.616625,-1.207,10404.1,True,70,1.994,unknown,"[1.11, 1.11, 1.11, 1.41, 1.8, 1.81, 1.81, 1.98, 2.11, 2.12]"
S3,CH3O,344,-698.61586,-1.2062,11168.7,True,29,2.0,unknown,"[1.11, 1.11, 1.11, 1.42, 1.8, 1.81, 1.81, 1.99, 2.11, 2.11]"
S3,CH3O,150,-698.615787,-1.2061,11241.7,True,44,2.001,unknown,"[1.11, 1.11, 1.11, 1.41, 1.8, 1.8, 1.81, 1.99, 2.12, 2.12]"
S3,CH3O,255,-698.614981,-1.2053,12048.2,True,56,1.995,unknown,"[1.11, 1.11, 1.11, 1.41, 1.8, 1.81, 1.81, 2.0, 2.11, 2.11]"
