sid,idx,E_MACE_D3_eV,E_bind_MACE_D3_eV,dE_rel_meV,converged,n_steps,d_min_ads_sub_A,d_reactive_A,distance_bin,fingerprint
S3b,1581,-574.298084,-4.7525,452.5,True,101,1.93,4.291,separated,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.1, 2.1, 2.1, 3.5, 3.8, 3.9, 4.0, 4.1, 4.2, 4.3, 4.3, 5.2, 5.3]"
S3b,2081,-574.297957,-4.7524,452.6,True,65,1.807,5.112,thermodynamic,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.0, 2.1, 2.1, 3.4, 4.1, 4.3, 4.3, 4.6, 5.0, 5.0, 5.1, 5.7, 5.8]"
S3b,2199,-574.296596,-4.751,454.0,True,64,1.908,4.125,separated,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.1, 2.1, 2.1, 4.1, 4.3, 4.3, 4.7, 4.7, 4.8, 4.9, 4.9, 5.7, 6.0]"
S3b,1256,-574.295829,-4.7503,454.8,True,69,1.81,4.911,separated,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.0, 2.1, 2.1, 3.7, 3.8, 4.2, 4.5, 4.5, 4.5, 4.8, 4.9, 5.5, 5.5]"
S3b,1456,-574.295192,-4.7496,455.4,True,80,1.81,4.862,separated,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.0, 2.1, 2.1, 3.5, 3.7, 4.0, 4.3, 4.3, 4.3, 4.7, 4.9, 5.2, 5.3]"
S3b,968,-574.294675,-4.7491,455.9,True,66,1.807,4.782,separated,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.0, 2.1, 2.1, 3.3, 3.6, 3.6, 3.8, 4.1, 4.1, 4.8, 4.8, 4.9, 5.0]"
S3b,832,-574.294345,-4.7488,456.2,True,82,1.808,5.11,thermodynamic,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.0, 2.1, 2.1, 3.3, 3.4, 3.4, 3.5, 3.6, 3.7, 3.8, 3.8, 5.1, 5.2]"
S3b,364,-574.294216,-4.7486,456.4,True,70,1.902,5.559,thermodynamic,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.0, 2.1, 2.1, 3.9, 4.0, 4.2, 4.4, 4.7, 4.7, 5.3, 5.4, 5.6, 5.8]"
S3b,1272,-574.294099,-4.7485,456.5,True,71,1.804,4.955,separated,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.1, 2.1, 2.1, 3.0, 3.6, 3.7, 3.9, 4.0, 4.3, 4.6, 4.8, 5.0, 5.2]"
S3b,3631,-574.293516,-4.7479,457.1,True,75,1.806,5.537,thermodynamic,"[1.1, 1.1, 1.2, 1.2, 1.4, 1.7, 1.8, 1.9, 2.1, 2.1, 2.2, 3.5, 3.7, 4.1, 4.3, 4.3, 4.4, 4.5, 4.5, 5.5, 5.8]"
S3b,765,-574.293141,-4.7476,457.5,True,57,1.807,5.152,thermodynamic,"[1.1, 1.1, 1.2, 1.2, 1.4, 1.8, 1.8, 1.8, 2.0, 2.1, 2.2, 3.3, 3.4, 3.6, 3.7, 3.9, 4.0, 4.1, 4.2, 5.2, 5.2]"
S3b,1932,-574.293088,-4.7475,457.5,True,76,1.815,5.242,thermodynamic,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.1, 2.1, 2.1, 3.3, 3.7, 4.0, 4.2, 4.2, 4.3, 4.7, 5.0, 5.2, 5.9]"
S3b,3217,-574.292629,-4.7471,458.0,True,58,1.805,5.229,thermodynamic,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.0, 2.1, 2.1, 3.6, 4.2, 4.5, 4.6, 4.7, 5.0, 5.2, 5.3, 5.7, 5.8]"
S3b,2779,-574.292565,-4.747,458.0,True,170,1.807,4.022,separated,"[1.1, 1.1, 1.2, 1.2, 1.4, 1.8, 1.8, 1.8, 2.0, 2.1, 2.1, 2.9, 3.2, 3.8, 3.8, 3.9, 4.0, 4.0, 4.3, 4.7, 4.9]"
S3b,1682,-574.292491,-4.7469,458.1,True,59,1.805,4.223,separated,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.0, 2.1, 2.1, 3.1, 3.3, 4.0, 4.1, 4.2, 4.2, 4.4, 4.5, 4.9, 5.1]"
S3b,1785,-574.292275,-4.7467,458.3,True,76,1.813,5.006,thermodynamic,"[1.1, 1.1, 1.2, 1.2, 1.4, 1.8, 1.8, 1.8, 2.0, 2.1, 2.1, 3.2, 3.2, 3.3, 3.5, 3.5, 3.6, 3.7, 3.9, 5.0, 5.0]"
S3b,2325,-574.292008,-4.7464,458.6,True,113,1.805,3.926,reactive-loose,"[1.1, 1.1, 1.2, 1.2, 1.4, 1.8, 1.8, 1.8, 2.0, 2.1, 2.1, 2.9, 3.2, 3.7, 3.7, 3.8, 3.9, 3.9, 4.2, 4.7, 4.8]"
S3b,1944,-574.291834,-4.7463,458.8,True,172,1.806,3.881,reactive-loose,"[1.1, 1.1, 1.2, 1.2, 1.4, 1.8, 1.8, 1.8, 2.0, 2.1, 2.1, 3.0, 3.2, 3.7, 3.7, 3.8, 3.9, 3.9, 4.2, 4.7, 4.9]"
S3b,1817,-574.291722,-4.7462,458.9,True,73,1.805,5.413,thermodynamic,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.1, 2.1, 2.1, 3.6, 3.8, 3.9, 4.2, 4.4, 4.4, 5.0, 5.1, 5.3, 5.4]"
S3b,373,-574.290746,-4.7452,459.8,True,112,1.806,3.935,reactive-loose,"[1.1, 1.1, 1.2, 1.2, 1.4, 1.8, 1.8, 1.8, 2.0, 2.1, 2.1, 2.9, 3.2, 3.7, 3.7, 3.8, 3.9, 3.9, 4.2, 4.7, 4.9]"
S3b,1392,-574.290598,-4.745,460.0,True,153,1.807,3.957,reactive-loose,"[1.1, 1.1, 1.2, 1.2, 1.4, 1.8, 1.8, 1.8, 2.0, 2.1, 2.1, 2.9, 3.2, 3.8, 3.8, 3.9, 4.0, 4.0, 4.2, 4.7, 4.9]"
S3b,2738,-574.290497,-4.7449,460.1,True,70,1.812,5.104,thermodynamic,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.0, 2.1, 2.1, 3.3, 3.4, 3.4, 3.5, 3.6, 3.7, 3.8, 3.9, 5.1, 5.2]"
S3b,1240,-574.290399,-4.7448,460.2,True,79,1.804,4.272,separated,"[1.1, 1.1, 1.2, 1.2, 1.4, 1.8, 1.8, 1.8, 2.0, 2.1, 2.1, 3.5, 4.3, 4.3, 4.3, 4.7, 4.8, 4.9, 5.0, 5.3, 6.0]"
S3b,1717,-574.289282,-4.7437,461.3,True,70,1.931,4.73,separated,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.0, 2.1, 2.1, 3.1, 3.5, 4.2, 4.5, 4.7, 4.7, 4.7, 4.8, 5.0, 5.2]"
S3b,1760,-574.289249,-4.7437,461.3,True,164,1.807,3.765,reactive-loose,"[1.1, 1.1, 1.2, 1.2, 1.4, 1.8, 1.8, 1.8, 2.0, 2.1, 2.1, 2.9, 3.1, 3.7, 3.7, 3.7, 3.8, 3.9, 4.0, 4.7, 4.8]"
S3b,1876,-574.289145,-4.7436,461.4,True,143,1.805,3.888,reactive-loose,"[1.1, 1.1, 1.2, 1.2, 1.4, 1.8, 1.8, 1.8, 2.0, 2.1, 2.1, 2.9, 3.1, 3.7, 3.7, 3.8, 3.9, 3.9, 4.2, 4.7, 4.8]"
S3b,1401,-574.289017,-4.7435,461.6,True,115,1.805,4.285,separated,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.0, 2.1, 2.1, 3.4, 4.1, 4.3, 4.3, 4.8, 4.8, 4.9, 5.1, 5.1, 5.8]"
S3b,106,-574.288231,-4.7427,462.4,True,60,1.813,5.09,thermodynamic,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.0, 2.1, 2.1, 4.2, 4.5, 4.6, 4.7, 4.9, 4.9, 5.0, 5.1, 5.9, 6.0]"
S3b,2506,-574.288061,-4.7425,462.5,True,89,1.81,4.458,separated,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.0, 2.1, 2.1, 3.2, 3.2, 4.2, 4.2, 4.5, 4.6, 4.8, 4.8, 4.8, 4.9]"
S3b,2387,-574.288005,-4.7424,462.6,True,85,1.81,5.053,thermodynamic,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.0, 2.1, 2.1, 3.7, 4.0, 4.6, 4.6, 4.7, 4.7, 4.9, 5.1, 5.5, 5.7]"
S3b,3431,-574.287971,-4.7424,462.6,True,81,1.808,4.92,separated,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.1, 2.1, 2.1, 3.5, 3.8, 4.3, 4.4, 4.5, 4.5, 4.7, 4.9, 5.3, 5.4]"
S3b,2509,-574.287968,-4.7424,462.6,True,79,1.806,4.329,separated,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.0, 2.1, 2.1, 3.7, 4.3, 4.3, 4.5, 4.7, 5.0, 5.0, 5.3, 5.4, 6.0]"
S3b,2580,-574.287829,-4.7423,462.8,True,167,1.806,4.079,separated,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.0, 2.1, 2.1, 3.1, 3.4, 4.0, 4.1, 4.1, 4.2, 4.3, 4.4, 4.9, 5.1]"
S3b,2032,-574.287814,-4.7422,462.8,True,138,1.805,4.166,separated,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.0, 2.1, 2.1, 3.7, 4.2, 4.4, 4.4, 4.7, 4.9, 5.0, 5.2, 5.3, 6.0]"
S3b,2863,-574.287211,-4.7416,463.4,True,115,1.806,4.118,separated,"[1.1, 1.1, 1.2, 1.2, 1.4, 1.8, 1.8, 1.8, 2.0, 2.1, 2.1, 3.6, 4.1, 4.2, 4.3, 4.6, 4.6, 4.9, 5.0, 5.2, 6.0]"
S3b,3705,-574.287099,-4.7415,463.5,True,82,1.806,4.079,separated,"[1.1, 1.1, 1.2, 1.2, 1.4, 1.8, 1.8, 1.8, 2.0, 2.1, 2.1, 3.5, 4.1, 4.2, 4.3, 4.5, 4.6, 4.8, 4.8, 5.2, 5.9]"
S3b,2250,-574.28704,-4.7415,463.6,True,66,1.807,4.089,separated,"[1.1, 1.1, 1.2, 1.2, 1.4, 1.8, 1.8, 1.8, 2.0, 2.1, 2.1, 3.6, 4.1, 4.3, 4.3, 4.6, 4.7, 4.9, 5.1, 5.2, 6.0]"
S3b,1903,-574.286999,-4.7414,463.6,True,117,1.808,3.903,reactive-loose,"[1.1, 1.1, 1.2, 1.2, 1.4, 1.8, 1.8, 1.8, 2.0, 2.1, 2.1, 2.9, 3.2, 3.5, 3.7, 3.8, 3.8, 3.9, 4.2, 4.7, 4.8]"
S3b,2508,-574.286942,-4.7414,463.6,True,81,1.809,4.718,separated,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.0, 2.1, 2.1, 3.5, 3.5, 4.5, 4.6, 4.7, 5.0, 5.1, 5.1, 5.2, 5.2]"
S3b,2148,-574.286941,-4.7414,463.7,True,88,1.806,4.122,separated,"[1.1, 1.1, 1.2, 1.2, 1.4, 1.8, 1.8, 1.8, 2.0, 2.1, 2.1, 3.5, 4.1, 4.2, 4.3, 4.6, 4.6, 4.9, 5.0, 5.2, 5.9]"
S3b,3041,-574.286931,-4.7414,463.7,True,98,1.806,4.795,separated,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.1, 2.1, 2.1, 3.4, 3.6, 3.9, 4.1, 4.4, 4.4, 4.5, 4.8, 5.1, 5.3]"
S3b,420,-574.286606,-4.741,464.0,True,115,1.803,4.273,separated,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.0, 2.1, 2.1, 3.4, 4.0, 4.3, 4.3, 4.8, 4.8, 4.8, 5.1, 5.2, 5.8]"
S3b,2372,-574.286574,-4.741,464.0,True,80,1.809,4.446,separated,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.0, 2.1, 2.1, 3.3, 3.4, 4.2, 4.4, 4.4, 4.6, 4.7, 4.8, 5.1, 5.2]"
S3b,3165,-574.286502,-4.7409,464.1,True,100,1.809,4.558,separated,"[1.1, 1.1, 1.2, 1.2, 1.4, 1.8, 1.8, 1.8, 2.0, 2.1, 2.1, 3.2, 3.3, 4.2, 4.3, 4.5, 4.6, 4.7, 4.9, 5.0, 5.1]"
S3b,722,-574.286435,-4.7409,464.2,True,78,1.808,4.815,separated,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.0, 2.1, 2.1, 3.0, 3.0, 3.2, 3.4, 3.4, 3.5, 3.5, 3.6, 4.8, 4.9]"
S3b,317,-574.286408,-4.7408,464.2,True,131,1.805,3.816,reactive-loose,"[1.1, 1.1, 1.2, 1.2, 1.4, 1.8, 1.8, 1.8, 2.0, 2.1, 2.1, 3.0, 3.2, 3.6, 3.7, 3.8, 3.8, 3.9, 4.1, 4.7, 4.8]"
S3b,2101,-574.286308,-4.7407,464.3,True,83,1.808,4.078,separated,"[1.1, 1.1, 1.2, 1.2, 1.4, 1.8, 1.8, 1.8, 2.0, 2.1, 2.1, 3.0, 3.2, 3.7, 3.8, 3.9, 4.0, 4.1, 4.3, 4.8, 4.8]"
S3b,2897,-574.286142,-4.7406,464.4,True,80,1.811,3.65,reactive-loose,"[1.1, 1.1, 1.2, 1.2, 1.4, 1.8, 1.8, 1.8, 2.1, 2.1, 2.2, 3.6, 3.9, 5.0, 5.1, 5.1, 5.3, 5.4, 5.5, 5.8, 6.0]"
S3b,3648,-574.286008,-4.7404,464.6,True,84,1.805,4.079,separated,"[1.1, 1.1, 1.2, 1.2, 1.4, 1.8, 1.8, 1.8, 2.0, 2.1, 2.1, 3.5, 4.1, 4.2, 4.2, 4.5, 4.6, 4.7, 4.9, 5.2, 5.8]"
S3b,412,-574.285916,-4.7403,464.7,True,112,1.806,4.057,separated,"[1.1, 1.1, 1.2, 1.2, 1.4, 1.8, 1.8, 1.8, 2.0, 2.1, 2.1, 2.9, 3.1, 3.8, 3.9, 4.0, 4.1, 4.1, 4.4, 4.7, 4.8]"
S3b,1859,-574.285898,-4.7403,464.7,True,55,1.808,5.415,thermodynamic,"[1.1, 1.1, 1.2, 1.2, 1.4, 1.8, 1.8, 1.8, 2.1, 2.1, 2.2, 3.3, 3.4, 3.8, 4.0, 4.0, 4.1, 4.2, 4.4, 5.4, 5.4]"
S3b,3147,-574.285617,-4.7401,465.0,True,86,1.809,4.339,separated,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.0, 2.1, 2.1, 3.2, 3.3, 4.1, 4.2, 4.3, 4.3, 4.5, 4.7, 5.0, 5.1]"
S3b,1481,-574.285545,-4.74,465.0,True,93,1.807,3.835,reactive-loose,"[1.1, 1.1, 1.2, 1.2, 1.4, 1.8, 1.8, 1.8, 2.0, 2.1, 2.1, 2.9, 3.1, 3.6, 3.6, 3.7, 3.8, 3.8, 4.1, 4.6, 4.8]"
S3b,1768,-574.285385,-4.7398,465.2,True,111,1.806,3.936,reactive-loose,"[1.1, 1.1, 1.2, 1.2, 1.4, 1.8, 1.8, 1.8, 2.0, 2.1, 2.1, 2.9, 3.2, 3.7, 3.7, 3.9, 3.9, 3.9, 4.3, 4.7, 4.9]"
S3b,2641,-574.285372,-4.7398,465.2,True,65,1.812,5.118,thermodynamic,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.0, 2.1, 2.1, 3.4, 3.4, 3.5, 3.5, 3.7, 3.7, 3.9, 3.9, 5.1, 5.2]"
S3b,182,-574.284947,-4.7394,465.6,True,85,1.806,4.109,separated,"[1.1, 1.1, 1.2, 1.2, 1.4, 1.8, 1.8, 1.8, 2.0, 2.1, 2.1, 3.5, 4.1, 4.2, 4.3, 4.6, 4.6, 4.9, 5.0, 5.2, 5.9]"
S3b,2939,-574.284934,-4.7394,465.7,True,69,1.807,3.679,reactive-loose,"[1.1, 1.1, 1.2, 1.2, 1.4, 1.8, 1.8, 1.8, 2.0, 2.1, 2.1, 3.0, 3.1, 3.4, 3.6, 3.6, 3.7, 3.7, 3.9, 4.6, 4.7]"
S3b,2001,-574.284913,-4.7393,465.7,True,150,1.807,3.77,reactive-loose,"[1.1, 1.1, 1.2, 1.2, 1.4, 1.8, 1.8, 1.8, 2.0, 2.1, 2.1, 3.0, 3.3, 3.6, 3.7, 3.8, 3.8, 3.8, 4.1, 4.7, 4.9]"
S3b,1517,-574.2849,-4.7393,465.7,True,82,1.808,3.661,reactive-loose,"[1.1, 1.1, 1.2, 1.2, 1.4, 1.8, 1.8, 1.8, 2.0, 2.1, 2.1, 2.9, 3.2, 3.6, 3.7, 3.7, 3.8, 3.9, 4.0, 4.6, 4.8]"
S3b,1165,-574.284503,-4.7389,466.1,True,78,1.807,4.139,separated,"[1.1, 1.1, 1.2, 1.2, 1.4, 1.8, 1.8, 1.8, 2.0, 2.1, 2.1, 3.1, 3.2, 3.8, 3.9, 3.9, 4.1, 4.1, 4.4, 4.8, 4.9]"
S3b,469,-574.284372,-4.7388,466.2,True,73,1.813,3.642,reactive-loose,"[1.1, 1.1, 1.2, 1.2, 1.4, 1.8, 1.8, 1.8, 2.0, 2.1, 2.2, 3.6, 3.8, 4.9, 5.0, 5.0, 5.2, 5.3, 5.4, 5.8, 5.9]"
S3b,2898,-574.284135,-4.7386,466.5,True,107,1.806,4.068,separated,"[1.1, 1.1, 1.2, 1.2, 1.4, 1.8, 1.8, 1.8, 2.0, 2.1, 2.1, 3.5, 4.1, 4.2, 4.3, 4.5, 4.6, 4.8, 4.9, 5.2, 5.9]"
S3b,363,-574.283893,-4.7383,466.7,True,74,1.904,5.678,thermodynamic,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.1, 2.1, 2.1, 3.9, 4.0, 5.0, 5.0, 5.2, 5.3, 5.5, 5.7, 5.7, 5.9]"
S3b,1446,-574.283833,-4.7383,466.8,True,72,1.811,3.614,reactive-loose,"[1.1, 1.1, 1.2, 1.2, 1.4, 1.8, 1.8, 1.8, 2.0, 2.1, 2.2, 3.6, 3.8, 4.9, 4.9, 5.0, 5.2, 5.3, 5.3, 5.8, 5.9]"
S3b,3710,-574.283705,-4.7381,466.9,True,96,1.805,3.898,reactive-loose,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.0, 2.1, 2.1, 3.3, 3.9, 3.9, 4.0, 4.3, 4.5, 4.6, 4.8, 4.9, 5.5]"
S3b,3254,-574.283646,-4.7381,466.9,True,154,1.806,3.845,reactive-loose,"[1.1, 1.1, 1.2, 1.2, 1.4, 1.8, 1.8, 1.8, 2.0, 2.1, 2.1, 3.1, 3.4, 3.8, 3.8, 3.9, 4.0, 4.0, 4.1, 4.8, 5.0]"
S3b,1973,-574.283587,-4.738,467.0,True,100,1.809,3.72,reactive-loose,"[1.1, 1.1, 1.2, 1.2, 1.4, 1.7, 1.8, 1.9, 2.1, 2.1, 2.2, 3.7, 3.9, 5.1, 5.2, 5.3, 5.4, 5.6, 5.8, 5.8, 5.9]"
S3b,2562,-574.283415,-4.7378,467.2,True,67,1.813,3.47,reactive-loose,"[1.1, 1.1, 1.2, 1.2, 1.4, 1.7, 1.8, 1.9, 2.1, 2.1, 2.2, 3.5, 3.7, 4.8, 4.9, 5.0, 5.1, 5.3, 5.4, 5.6, 5.8]"
S3b,2513,-574.28333,-4.7378,467.3,True,74,1.813,3.628,reactive-loose,"[1.1, 1.1, 1.2, 1.2, 1.4, 1.8, 1.8, 1.9, 2.0, 2.1, 2.2, 3.6, 3.8, 4.9, 5.0, 5.1, 5.3, 5.3, 5.4, 5.8, 6.0]"
S3b,1414,-574.28331,-4.7377,467.3,True,82,1.807,3.851,reactive-loose,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.0, 2.1, 2.1, 2.9, 3.1, 3.5, 3.6, 3.7, 3.8, 3.9, 4.2, 4.7, 4.7]"
S3b,1763,-574.28302,-4.7375,467.6,True,117,1.807,3.717,reactive-loose,"[1.1, 1.1, 1.2, 1.2, 1.4, 1.8, 1.8, 1.8, 2.0, 2.1, 2.1, 2.9, 3.1, 3.4, 3.6, 3.6, 3.7, 3.7, 4.0, 4.6, 4.7]"
S3b,1398,-574.282818,-4.7373,467.8,True,123,1.803,3.99,reactive-loose,"[1.1, 1.1, 1.2, 1.2, 1.4, 1.8, 1.8, 1.8, 2.0, 2.1, 2.1, 2.9, 3.2, 3.8, 3.9, 4.0, 4.0, 4.1, 4.3, 4.7, 4.9]"
S3b,779,-574.28277,-4.7372,467.8,True,163,1.805,3.806,reactive-loose,"[1.1, 1.1, 1.2, 1.2, 1.4, 1.8, 1.8, 1.8, 2.0, 2.1, 2.1, 2.9, 3.2, 3.6, 3.6, 3.8, 3.8, 3.8, 4.1, 4.7, 4.8]"
S3b,3047,-574.282759,-4.7372,467.8,True,83,1.806,4.15,separated,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.0, 2.1, 2.1, 3.5, 4.2, 4.2, 4.3, 4.5, 4.7, 4.9, 5.0, 5.2, 5.9]"
S3b,1957,-574.282447,-4.7369,468.1,True,114,1.804,4.074,separated,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.0, 2.1, 2.1, 3.0, 3.2, 3.9, 4.1, 4.1, 4.3, 4.4, 4.4, 4.7, 5.0]"
S3b,1423,-574.282446,-4.7369,468.1,True,69,1.808,4.074,separated,"[1.1, 1.1, 1.2, 1.2, 1.4, 1.8, 1.8, 1.8, 2.0, 2.1, 2.1, 3.0, 3.2, 3.8, 3.8, 3.9, 4.0, 4.1, 4.4, 4.7, 4.9]"
S3b,2703,-574.282332,-4.7368,468.3,True,63,1.812,3.489,reactive-loose,"[1.1, 1.1, 1.2, 1.2, 1.4, 1.8, 1.8, 1.8, 2.0, 2.1, 2.2, 3.5, 3.7, 4.8, 4.9, 5.0, 5.1, 5.3, 5.5, 5.6, 5.8]"
S3b,3330,-574.282298,-4.7367,468.3,True,97,1.81,4.608,separated,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.0, 2.1, 2.1, 3.2, 3.4, 4.2, 4.4, 4.6, 4.7, 4.8, 4.9, 5.0, 5.1]"
S3b,2437,-574.282253,-4.7367,468.3,True,111,1.805,3.839,reactive-loose,"[1.1, 1.1, 1.2, 1.2, 1.4, 1.8, 1.8, 1.8, 2.0, 2.1, 2.1, 2.9, 3.2, 3.6, 3.7, 3.8, 3.8, 3.8, 4.2, 4.7, 4.9]"
S3b,1883,-574.282126,-4.7366,468.5,True,57,1.806,4.098,separated,"[1.1, 1.1, 1.2, 1.2, 1.4, 1.8, 1.8, 1.8, 2.0, 2.1, 2.1, 3.6, 4.1, 4.3, 4.4, 4.6, 4.6, 4.9, 5.0, 5.3, 6.0]"
S3b,1386,-574.281949,-4.7364,468.6,True,84,1.806,4.263,separated,"[1.1, 1.1, 1.2, 1.2, 1.4, 1.8, 1.8, 1.8, 2.0, 2.1, 2.1, 3.5, 4.3, 4.3, 4.3, 4.5, 4.8, 4.9, 4.9, 5.3, 6.0]"
S3b,407,-574.281778,-4.7362,468.8,True,159,1.808,3.738,reactive-loose,"[1.1, 1.1, 1.2, 1.2, 1.4, 1.8, 1.8, 1.8, 2.0, 2.1, 2.1, 3.0, 3.3, 3.6, 3.7, 3.7, 3.8, 3.9, 4.0, 4.7, 4.9]"
S3b,1201,-574.281732,-4.7362,468.9,True,74,1.809,4.148,separated,"[1.1, 1.1, 1.2, 1.2, 1.4, 1.8, 1.8, 1.8, 2.0, 2.1, 2.1, 3.1, 3.3, 3.8, 3.8, 3.9, 4.0, 4.1, 4.5, 4.8, 4.9]"
S3b,2350,-574.281724,-4.7362,468.9,True,83,1.805,4.242,separated,"[1.1, 1.1, 1.2, 1.2, 1.4, 1.8, 1.8, 1.8, 2.0, 2.1, 2.1, 3.5, 4.2, 4.3, 4.3, 4.5, 4.8, 4.8, 4.9, 5.3, 5.9]"
S3b,1740,-574.281714,-4.7361,468.9,True,128,1.806,3.687,reactive-loose,"[1.1, 1.1, 1.2, 1.2, 1.4, 1.8, 1.8, 1.8, 2.0, 2.1, 2.1, 2.8, 3.1, 3.6, 3.6, 3.7, 3.7, 3.8, 4.0, 4.6, 4.8]"
S3b,2178,-574.281643,-4.7361,468.9,True,79,1.809,4.066,separated,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.0, 2.1, 2.1, 3.1, 3.2, 3.7, 3.8, 3.9, 4.0, 4.1, 4.3, 4.8, 4.8]"
S3b,2647,-574.281402,-4.7358,469.2,True,88,1.806,3.882,reactive-loose,"[1.1, 1.1, 1.2, 1.2, 1.4, 1.8, 1.8, 1.8, 2.0, 2.1, 2.1, 2.9, 3.3, 3.7, 3.8, 3.9, 3.9, 3.9, 4.2, 4.7, 4.9]"
S3b,2847,-574.28135,-4.7358,469.2,True,75,1.811,3.502,reactive-loose,"[1.1, 1.1, 1.2, 1.2, 1.4, 1.8, 1.8, 1.9, 2.1, 2.1, 2.2, 3.5, 3.7, 4.8, 4.9, 5.0, 5.2, 5.4, 5.5, 5.6, 5.7]"
S3b,2038,-574.281347,-4.7358,469.2,True,67,1.807,4.123,separated,"[1.1, 1.1, 1.2, 1.2, 1.4, 1.8, 1.8, 1.8, 2.0, 2.1, 2.1, 3.6, 4.1, 4.3, 4.4, 4.6, 4.6, 4.9, 5.1, 5.3, 6.0]"
S3b,45,-574.281289,-4.7357,469.3,True,85,1.81,4.3,separated,"[1.1, 1.1, 1.2, 1.2, 1.4, 1.8, 1.8, 1.8, 2.0, 2.1, 2.1, 3.2, 3.5, 3.5, 3.8, 3.9, 3.9, 4.2, 4.3, 4.8, 5.0]"
S3b,511,-574.281192,-4.7356,469.4,True,137,1.806,3.846,reactive-loose,"[1.1, 1.1, 1.2, 1.2, 1.4, 1.8, 1.8, 1.8, 2.0, 2.1, 2.1, 2.9, 3.2, 3.6, 3.6, 3.8, 3.8, 3.8, 4.1, 4.6, 4.8]"
S3b,971,-574.280901,-4.7353,469.7,True,135,1.806,3.856,reactive-loose,"[1.1, 1.1, 1.2, 1.2, 1.4, 1.8, 1.8, 1.8, 2.0, 2.1, 2.1, 2.8, 3.2, 3.6, 3.7, 3.8, 3.9, 3.9, 4.2, 4.6, 4.8]"
S3b,3067,-574.280743,-4.7352,469.8,True,71,1.806,4.125,separated,"[1.1, 1.1, 1.2, 1.2, 1.4, 1.8, 1.8, 1.8, 2.0, 2.1, 2.1, 3.5, 4.1, 4.2, 4.4, 4.5, 4.7, 4.9, 5.0, 5.2, 6.0]"
S3b,1604,-574.280687,-4.7351,469.9,True,87,1.806,3.848,reactive-loose,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.0, 2.1, 2.1, 3.1, 3.3, 3.7, 3.8, 3.8, 3.9, 3.9, 4.1, 4.8, 4.9]"
