sid,idx,E_MACE_D3_eV,E_bind_MACE_D3_eV,dE_rel_meV,converged,n_steps,d_min_ads_sub_A,d_reactive_A,distance_bin,fingerprint
S1,767,-432.051151,-3.9753,0.0,True,82,1.979,3.101,reactive-loose,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.1, 2.1, 2.1, 3.1, 3.4, 4.3, 4.3, 4.3, 4.4, 4.5, 4.5, 5.2, 5.4]"
S1,5495,-432.049487,-3.9737,1.7,True,79,1.978,3.085,reactive-loose,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.1, 2.1, 2.1, 3.1, 3.4, 4.3, 4.3, 4.3, 4.4, 4.5, 4.5, 5.2, 5.3]"
S1,3785,-432.049081,-3.9733,2.1,True,83,1.978,3.135,reactive-loose,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.1, 2.1, 2.1, 3.1, 3.5, 4.3, 4.3, 4.4, 4.5, 4.5, 4.6, 5.2, 5.4]"
S1,4132,-432.048948,-3.9731,2.2,True,112,1.972,3.922,reactive-loose,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.1, 2.1, 2.1, 3.9, 4.0, 4.3, 4.6, 4.7, 4.9, 5.2, 5.5, 5.7, 5.7]"
S1,76,-432.048943,-3.9731,2.2,True,88,1.979,3.127,reactive-loose,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.1, 2.1, 2.1, 3.1, 3.5, 4.3, 4.4, 4.4, 4.4, 4.5, 4.5, 5.2, 5.4]"
S1,3604,-432.048885,-3.9731,2.3,True,83,1.98,3.196,reactive-loose,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.1, 2.1, 2.1, 3.2, 3.6, 4.4, 4.5, 4.6, 4.6, 4.6, 4.6, 5.3, 5.5]"
S1,3893,-432.048795,-3.973,2.4,True,76,1.976,3.072,reactive-loose,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.1, 2.1, 2.1, 3.1, 3.4, 4.1, 4.3, 4.3, 4.4, 4.5, 4.6, 5.2, 5.3]"
S1,156,-432.048638,-3.9728,2.5,True,81,1.979,3.11,reactive-loose,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.1, 2.1, 2.1, 3.1, 3.5, 4.3, 4.3, 4.3, 4.4, 4.5, 4.6, 5.2, 5.4]"
S1,1696,-432.048362,-3.9725,2.8,True,108,1.971,4.183,separated,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.1, 2.1, 2.1, 4.2, 4.3, 4.5, 4.9, 5.0, 5.2, 5.6, 5.9, 5.9, 6.0]"
S1,5041,-432.048161,-3.9723,3.0,True,79,1.978,3.097,reactive-loose,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.1, 2.1, 2.1, 3.1, 3.4, 4.3, 4.3, 4.3, 4.4, 4.5, 4.6, 5.2, 5.4]"
S1,4454,-432.048102,-3.9723,3.0,True,69,1.977,3.092,reactive-loose,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.1, 2.1, 2.1, 3.1, 3.4, 4.2, 4.3, 4.3, 4.4, 4.4, 4.6, 5.2, 5.3]"
S1,3435,-432.047936,-3.9721,3.2,True,81,1.979,3.207,reactive-loose,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.1, 2.1, 2.1, 3.2, 3.6, 4.4, 4.5, 4.6, 4.6, 4.6, 4.6, 5.3, 5.6]"
S1,2424,-432.047905,-3.9721,3.2,True,86,1.97,3.86,reactive-loose,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.1, 2.1, 2.1, 3.9, 4.0, 4.1, 4.5, 4.6, 4.8, 5.2, 5.4, 5.5, 5.6]"
S1,4183,-432.047806,-3.972,3.3,True,92,1.978,3.178,reactive-loose,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.1, 2.1, 2.1, 3.2, 3.5, 4.4, 4.5, 4.5, 4.5, 4.6, 4.6, 5.3, 5.5]"
S1,370,-432.047716,-3.9719,3.4,True,81,1.98,3.206,reactive-loose,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.1, 2.1, 2.1, 3.2, 3.6, 4.4, 4.5, 4.6, 4.6, 4.6, 4.7, 5.3, 5.6]"
S1,4407,-432.047654,-3.9718,3.5,True,78,1.974,3.13,reactive-loose,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.1, 2.1, 2.1, 3.1, 3.5, 4.3, 4.4, 4.4, 4.5, 4.5, 4.6, 5.2, 5.4]"
S1,1537,-432.047536,-3.9717,3.6,True,70,1.978,3.124,reactive-loose,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.1, 2.1, 2.1, 3.1, 3.5, 4.3, 4.3, 4.4, 4.4, 4.5, 4.6, 5.2, 5.4]"
S1,1046,-432.047534,-3.9717,3.6,True,177,1.973,3.836,reactive-loose,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.1, 2.1, 2.1, 3.8, 3.9, 4.0, 4.4, 4.6, 4.7, 5.3, 5.3, 5.4, 5.6]"
S1,5444,-432.047524,-3.9717,3.6,True,68,1.978,3.073,reactive-loose,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.1, 2.1, 2.1, 3.1, 3.4, 4.2, 4.3, 4.3, 4.4, 4.4, 4.5, 5.2, 5.3]"
S1,4075,-432.047493,-3.9717,3.7,True,81,1.978,3.2,reactive-loose,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.1, 2.1, 2.1, 3.2, 3.6, 4.4, 4.5, 4.5, 4.6, 4.6, 4.7, 5.3, 5.5]"
S1,1744,-432.047316,-3.9715,3.8,True,86,1.97,3.953,reactive-loose,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.1, 2.1, 2.1, 4.0, 4.1, 4.4, 4.6, 4.8, 4.9, 5.2, 5.5, 5.7, 5.8]"
S1,6049,-432.04728,-3.9715,3.9,True,89,1.971,3.903,reactive-loose,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.1, 2.1, 2.1, 3.9, 4.0, 4.2, 4.6, 4.7, 4.8, 5.1, 5.4, 5.7, 5.7]"
S1,4210,-432.047178,-3.9714,4.0,True,175,1.972,3.857,reactive-loose,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.1, 2.1, 2.1, 3.9, 4.0, 4.0, 4.4, 4.6, 4.8, 5.3, 5.3, 5.4, 5.6]"
S1,5086,-432.047146,-3.9713,4.0,True,80,1.969,3.9,reactive-loose,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.1, 2.1, 2.1, 3.9, 4.0, 4.2, 4.5, 4.7, 4.8, 5.2, 5.5, 5.6, 5.6]"
S1,4317,-432.047114,-3.9713,4.0,True,176,1.972,3.836,reactive-loose,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.1, 2.1, 2.1, 3.8, 3.9, 4.0, 4.4, 4.6, 4.7, 5.3, 5.3, 5.3, 5.5]"
S1,1993,-432.047079,-3.9713,4.1,True,69,1.97,3.912,reactive-loose,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.1, 2.1, 2.1, 3.9, 4.0, 4.2, 4.5, 4.7, 4.8, 5.3, 5.5, 5.6, 5.6]"
S1,3654,-432.047072,-3.9713,4.1,True,72,1.977,3.061,reactive-loose,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.1, 2.1, 2.1, 3.1, 3.4, 4.1, 4.2, 4.2, 4.3, 4.4, 4.6, 5.1, 5.3]"
S1,547,-432.047056,-3.9712,4.1,True,82,1.978,3.064,reactive-loose,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.1, 2.1, 2.1, 3.1, 3.4, 4.1, 4.2, 4.2, 4.3, 4.5, 4.6, 5.1, 5.3]"
S1,3408,-432.04692,-3.9711,4.2,True,98,1.971,3.825,reactive-loose,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.1, 2.1, 2.1, 3.8, 3.9, 4.1, 4.5, 4.6, 4.8, 4.9, 5.3, 5.5, 5.6]"
S1,286,-432.04685,-3.971,4.3,True,69,1.97,3.915,reactive-loose,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.1, 2.1, 2.1, 3.9, 4.0, 4.2, 4.5, 4.7, 4.9, 5.3, 5.5, 5.6, 5.6]"
S1,1540,-432.046823,-3.971,4.3,True,66,1.979,3.087,reactive-loose,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.1, 2.1, 2.1, 3.1, 3.4, 4.3, 4.3, 4.3, 4.3, 4.5, 4.5, 5.2, 5.3]"
S1,6,-432.046733,-3.9709,4.4,True,84,1.971,3.947,reactive-loose,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.1, 2.1, 2.1, 3.9, 4.1, 4.3, 4.6, 4.8, 4.9, 5.3, 5.6, 5.6, 5.7]"
S1,3916,-432.0466,-3.9708,4.6,True,85,1.97,3.909,reactive-loose,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.1, 2.1, 2.1, 3.9, 4.0, 4.1, 4.4, 4.7, 4.8, 5.3, 5.5, 5.5, 5.6]"
S1,5750,-432.046554,-3.9707,4.6,True,94,1.978,3.183,reactive-loose,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.1, 2.1, 2.1, 3.2, 3.6, 4.4, 4.5, 4.5, 4.5, 4.6, 4.6, 5.3, 5.5]"
S1,223,-432.046472,-3.9707,4.7,True,149,1.97,3.897,reactive-loose,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.1, 2.1, 2.1, 3.9, 4.0, 4.1, 4.5, 4.7, 4.8, 5.3, 5.4, 5.4, 5.6]"
S1,5670,-432.046322,-3.9705,4.8,True,81,1.968,3.972,reactive-loose,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.1, 2.1, 2.1, 4.0, 4.1, 4.3, 4.6, 4.8, 4.9, 5.4, 5.6, 5.7, 5.7]"
S1,2760,-432.046281,-3.9705,4.9,True,75,1.971,3.921,reactive-loose,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.1, 2.1, 2.1, 3.9, 4.1, 4.1, 4.4, 4.7, 4.8, 5.3, 5.5, 5.5, 5.6]"
S1,2262,-432.046175,-3.9704,5.0,True,83,1.969,3.914,reactive-loose,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.1, 2.1, 2.1, 3.9, 4.0, 4.1, 4.5, 4.7, 4.8, 5.3, 5.5, 5.5, 5.6]"
S1,4630,-432.046099,-3.9703,5.1,True,87,1.968,4.535,separated,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.1, 2.1, 2.1, 3.1, 3.2, 3.3, 3.6, 3.7, 3.9, 4.5, 4.5, 4.7, 4.8]"
S1,4572,-432.046,-3.9702,5.2,True,84,1.975,3.136,reactive-loose,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.1, 2.1, 2.1, 3.1, 3.5, 4.3, 4.3, 4.4, 4.4, 4.7, 4.7, 5.2, 5.4]"
S1,1914,-432.045838,-3.97,5.3,True,84,1.971,3.943,reactive-loose,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.1, 2.1, 2.1, 3.9, 4.1, 4.3, 4.6, 4.8, 4.9, 5.3, 5.6, 5.6, 5.6]"
S1,4770,-432.045812,-3.97,5.3,True,78,1.974,3.849,reactive-loose,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.1, 2.1, 2.1, 3.8, 3.9, 4.1, 4.4, 4.6, 4.8, 5.1, 5.4, 5.5, 5.5]"
S1,4537,-432.045766,-3.9699,5.4,True,69,1.972,3.886,reactive-loose,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.1, 2.1, 2.1, 3.9, 4.0, 4.2, 4.5, 4.7, 4.8, 5.1, 5.4, 5.6, 5.6]"
S1,734,-432.045694,-3.9699,5.5,True,129,1.973,3.82,reactive-loose,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.1, 2.1, 2.1, 3.8, 3.9, 4.0, 4.4, 4.5, 4.7, 5.1, 5.4, 5.4, 5.5]"
S1,4139,-432.045689,-3.9699,5.5,True,100,1.971,3.878,reactive-loose,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.1, 2.1, 2.1, 3.9, 4.0, 4.3, 4.6, 4.7, 4.8, 5.0, 5.4, 5.6, 5.7]"
S1,5096,-432.045618,-3.9698,5.5,True,87,1.971,3.946,reactive-loose,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.1, 2.1, 2.1, 3.9, 4.1, 4.2, 4.5, 4.8, 4.9, 5.4, 5.5, 5.5, 5.6]"
S1,2613,-432.04558,-3.9698,5.6,True,174,1.972,3.827,reactive-loose,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.1, 2.1, 2.1, 3.8, 3.9, 4.0, 4.4, 4.6, 4.7, 5.3, 5.3, 5.3, 5.6]"
S1,3746,-432.045522,-3.9697,5.6,True,129,1.976,3.814,reactive-loose,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.1, 2.1, 2.1, 3.8, 3.9, 4.0, 4.4, 4.5, 4.7, 5.0, 5.4, 5.4, 5.5]"
S1,4291,-432.04543,-3.9696,5.7,True,104,1.974,3.913,reactive-loose,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.1, 2.1, 2.1, 3.9, 4.0, 4.3, 4.6, 4.7, 4.9, 5.2, 5.4, 5.7, 5.7]"
S1,4403,-432.045403,-3.9696,5.7,True,70,1.981,3.247,reactive-loose,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.1, 2.1, 2.1, 3.2, 3.6, 4.5, 4.6, 4.6, 4.6, 4.6, 4.7, 5.3, 5.6]"
S1,6163,-432.045344,-3.9695,5.8,True,86,1.972,3.89,reactive-loose,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.1, 2.1, 2.1, 3.9, 4.0, 4.2, 4.6, 4.7, 4.8, 5.1, 5.4, 5.6, 5.7]"
S1,2483,-432.045285,-3.9695,5.9,True,88,1.979,3.208,reactive-loose,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.1, 2.1, 2.1, 3.2, 3.6, 4.4, 4.5, 4.5, 4.6, 4.7, 4.7, 5.3, 5.6]"
S1,3790,-432.045228,-3.9694,5.9,True,89,1.978,3.078,reactive-loose,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.1, 2.1, 2.1, 3.1, 3.4, 4.1, 4.3, 4.3, 4.3, 4.5, 4.6, 5.1, 5.3]"
S1,5332,-432.045191,-3.9694,6.0,True,64,1.979,3.08,reactive-loose,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.1, 2.1, 2.1, 3.1, 3.4, 4.2, 4.3, 4.3, 4.3, 4.4, 4.5, 5.2, 5.3]"
S1,1184,-432.045087,-3.9693,6.1,True,75,1.976,3.132,reactive-loose,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.1, 2.1, 2.1, 3.1, 3.5, 4.2, 4.3, 4.4, 4.4, 4.7, 4.7, 5.2, 5.4]"
S1,1858,-432.045007,-3.9692,6.1,True,85,1.971,3.95,reactive-loose,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.1, 2.1, 2.1, 4.0, 4.1, 4.2, 4.5, 4.8, 4.9, 5.4, 5.5, 5.6, 5.6]"
S1,5160,-432.044877,-3.9691,6.3,True,81,1.975,3.946,reactive-loose,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.1, 2.1, 2.1, 3.9, 4.1, 4.3, 4.6, 4.8, 4.9, 5.3, 5.6, 5.6, 5.6]"
S1,3924,-432.044871,-3.9691,6.3,True,139,1.969,3.847,reactive-loose,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.1, 2.1, 2.1, 3.8, 3.9, 4.0, 4.4, 4.6, 4.7, 5.2, 5.3, 5.3, 5.6]"
S1,3835,-432.044868,-3.969,6.3,True,67,1.978,3.073,reactive-loose,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.1, 2.1, 2.1, 3.1, 3.4, 4.2, 4.3, 4.3, 4.4, 4.4, 4.6, 5.2, 5.3]"
S1,3218,-432.044846,-3.969,6.3,True,75,1.976,3.088,reactive-loose,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.1, 2.1, 2.1, 3.1, 3.4, 4.3, 4.3, 4.3, 4.4, 4.5, 4.6, 5.2, 5.4]"
S1,2119,-432.044837,-3.969,6.3,True,124,1.965,4.476,separated,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.1, 2.1, 2.1, 3.1, 3.1, 3.2, 3.4, 3.6, 3.8, 4.3, 4.5, 4.6, 4.7]"
S1,4296,-432.044797,-3.969,6.4,True,88,1.97,3.915,reactive-loose,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.1, 2.1, 2.1, 3.9, 4.1, 4.2, 4.5, 4.7, 4.8, 5.2, 5.4, 5.6, 5.6]"
S1,3137,-432.044714,-3.9689,6.4,True,76,1.973,3.846,reactive-loose,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.1, 2.1, 2.1, 3.8, 3.9, 4.1, 4.4, 4.6, 4.8, 5.1, 5.4, 5.5, 5.5]"
S1,4717,-432.044684,-3.9689,6.5,True,85,1.969,4.133,separated,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.1, 2.1, 2.1, 4.1, 4.3, 4.5, 4.8, 5.0, 5.1, 5.3, 5.6, 5.9, 6.0]"
S1,5141,-432.044676,-3.9689,6.5,True,76,1.981,3.208,reactive-loose,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.1, 2.1, 2.1, 3.2, 3.6, 4.4, 4.5, 4.6, 4.6, 4.6, 4.7, 5.3, 5.6]"
S1,77,-432.044622,-3.9688,6.5,True,108,1.974,3.122,reactive-loose,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.1, 2.1, 2.1, 3.1, 3.4, 4.2, 4.3, 4.3, 4.4, 4.6, 4.7, 5.2, 5.3]"
S1,219,-432.044609,-3.9688,6.5,True,111,1.974,3.973,reactive-loose,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.1, 2.1, 2.1, 4.0, 4.1, 4.4, 4.7, 4.8, 4.9, 5.2, 5.5, 5.8, 5.8]"
S1,3353,-432.044551,-3.9687,6.6,True,146,1.97,3.914,reactive-loose,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.1, 2.1, 2.1, 3.9, 4.0, 4.1, 4.5, 4.7, 4.8, 5.4, 5.4, 5.5, 5.7]"
S1,3300,-432.044548,-3.9687,6.6,True,95,1.971,3.792,reactive-loose,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.1, 2.1, 2.1, 3.8, 3.8, 4.0, 4.5, 4.5, 4.7, 4.9, 5.3, 5.5, 5.6]"
S1,1896,-432.044536,-3.9687,6.6,True,76,1.979,3.212,reactive-loose,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.1, 2.1, 2.1, 3.2, 3.6, 4.4, 4.5, 4.6, 4.6, 4.6, 4.6, 5.3, 5.6]"
S1,3442,-432.04445,-3.9686,6.7,True,91,1.979,3.2,reactive-loose,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.1, 2.1, 2.1, 3.2, 3.6, 4.4, 4.4, 4.5, 4.5, 4.8, 4.8, 5.3, 5.5]"
S1,4082,-432.044437,-3.9686,6.7,True,80,1.977,3.848,reactive-loose,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.1, 2.1, 2.1, 3.8, 4.0, 4.1, 4.5, 4.6, 4.8, 5.2, 5.5, 5.5, 5.5]"
S1,1817,-432.044384,-3.9686,6.8,True,145,1.973,3.902,reactive-loose,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.1, 2.1, 2.1, 3.9, 4.0, 4.1, 4.5, 4.7, 4.8, 5.4, 5.4, 5.4, 5.6]"
S1,942,-432.044229,-3.9684,6.9,True,141,1.969,3.853,reactive-loose,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.1, 2.1, 2.1, 3.9, 3.9, 3.9, 4.3, 4.5, 4.7, 5.1, 5.4, 5.4, 5.5]"
S1,2537,-432.044173,-3.9684,7.0,True,86,1.97,3.913,reactive-loose,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.1, 2.1, 2.1, 3.9, 4.0, 4.2, 4.5, 4.7, 4.8, 5.1, 5.4, 5.6, 5.6]"
S1,4265,-432.04411,-3.9683,7.0,True,173,1.969,3.82,reactive-loose,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.1, 2.1, 2.1, 3.8, 3.9, 4.0, 4.4, 4.5, 4.7, 5.3, 5.3, 5.3, 5.5]"
S1,5201,-432.044109,-3.9683,7.0,True,83,1.971,3.953,reactive-loose,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.1, 2.1, 2.1, 4.0, 4.1, 4.2, 4.5, 4.8, 4.9, 5.4, 5.5, 5.6, 5.6]"
S1,2090,-432.044067,-3.9682,7.1,True,112,1.98,3.144,reactive-loose,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.1, 2.1, 2.1, 3.1, 3.5, 4.3, 4.3, 4.4, 4.4, 4.6, 4.6, 5.2, 5.4]"
S1,1676,-432.043937,-3.9681,7.2,True,94,1.97,3.794,reactive-loose,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.1, 2.1, 2.1, 3.8, 3.8, 4.1, 4.5, 4.5, 4.7, 4.9, 5.3, 5.5, 5.6]"
S1,3307,-432.043874,-3.9681,7.3,True,84,1.971,4.002,separated,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.1, 2.1, 2.1, 4.0, 4.2, 4.5, 4.7, 4.9, 5.0, 5.3, 5.5, 5.8, 5.9]"
S1,6042,-432.043867,-3.968,7.3,True,82,1.972,4.015,separated,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.1, 2.1, 2.1, 4.0, 4.2, 4.5, 4.7, 4.9, 5.0, 5.5, 5.7, 5.8, 5.8]"
S1,3402,-432.043777,-3.968,7.4,True,92,1.97,3.966,reactive-loose,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.1, 2.1, 2.1, 4.0, 4.1, 4.3, 4.5, 4.8, 4.9, 5.5, 5.6, 5.6, 5.7]"
S1,2356,-432.04375,-3.9679,7.4,True,108,1.971,3.957,reactive-loose,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.1, 2.1, 2.1, 4.0, 4.1, 4.2, 4.5, 4.8, 4.9, 5.5, 5.5, 5.5, 5.7]"
S1,4763,-432.043741,-3.9679,7.4,True,69,1.981,3.254,reactive-loose,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.1, 2.1, 2.1, 3.3, 3.6, 4.5, 4.6, 4.6, 4.6, 4.7, 4.7, 5.4, 5.6]"
S1,1229,-432.043734,-3.9679,7.4,True,82,1.969,4.517,separated,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.1, 2.1, 2.1, 3.1, 3.2, 3.2, 3.6, 3.7, 3.9, 4.5, 4.5, 4.6, 4.8]"
S1,6279,-432.043724,-3.9679,7.4,True,65,1.977,3.11,reactive-loose,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.1, 2.1, 2.1, 3.1, 3.4, 4.3, 4.3, 4.4, 4.4, 4.5, 4.5, 5.2, 5.4]"
S1,2261,-432.043687,-3.9679,7.5,True,108,1.972,3.879,reactive-loose,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.1, 2.1, 2.1, 3.9, 4.0, 4.0, 4.4, 4.6, 4.7, 5.3, 5.3, 5.4, 5.6]"
S1,5364,-432.043653,-3.9678,7.5,True,84,1.969,4.542,separated,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.1, 2.1, 2.1, 3.2, 3.2, 3.3, 3.6, 3.7, 3.9, 4.5, 4.5, 4.7, 4.8]"
S1,3570,-432.043645,-3.9678,7.5,True,144,1.973,3.902,reactive-loose,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.1, 2.1, 2.1, 3.9, 4.0, 4.1, 4.5, 4.7, 4.8, 5.4, 5.4, 5.5, 5.6]"
S1,1920,-432.043578,-3.9678,7.6,True,144,1.975,3.907,reactive-loose,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.1, 2.1, 2.1, 3.9, 4.1, 4.1, 4.5, 4.7, 4.8, 5.4, 5.4, 5.5, 5.6]"
S1,3996,-432.043466,-3.9676,7.7,True,84,1.965,4.456,separated,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.1, 2.1, 2.1, 3.0, 3.1, 3.1, 3.5, 3.6, 3.8, 4.3, 4.5, 4.6, 4.7]"
S1,3507,-432.043445,-3.9676,7.7,True,93,1.979,3.183,reactive-loose,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.1, 2.1, 2.1, 3.2, 3.6, 4.4, 4.4, 4.5, 4.5, 4.7, 4.8, 5.3, 5.5]"
S1,4225,-432.043414,-3.9676,7.7,True,82,1.967,4.507,separated,"[1.1, 1.1, 1.1, 1.2, 1.4, 1.8, 1.8, 1.8, 2.1, 2.1, 2.1, 3.1, 3.2, 3.2, 3.5, 3.6, 3.8, 4.4, 4.5, 4.6, 4.8]"
